Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24
aerobics,0.513480353709093,1.05128455123339,1.56296988411718,0.396277234885283,1.7435980403814,-0.106977787511145,1.34691873239506,0.231949395333579,1.31038978829315,0.497750080140505,1.42610261985132,0.464582257443915,1.42043528934047,0.985110252693287,0.831059886786525,1.1496092276621,0.620266218373608,0.271137015094013,0.123160902811259,0.971494984443623,0.337229380719982,1.07313687951856,1.14122238721558,1.13669796466344
archery,-0.29642556696771,-0.671032692276632,-0.266593525384536,0.396277234885283,1.4710188782582,-0.421618339014511,-0.222844872544338,0.135904097058805,0.812870300915492,-0.838850564705104,-0.838317080588278,-0.397690773807446,-0.713481281779005,-0.517166900992128,-0.352326359770339,-0.806247681403853,0.778902079850235,-1.53644308553274,-0.497609776680975,-1.16825346230562,-0.734079425434657,-0.478328804838788,1.17565878996801,-0.304539807511814
badminton,0.513480353709093,-0.671032692276632,0.374941696129053,0.396277234885283,1.28929943684273,1.38756483212985,-0.130505836959668,0.880255158688304,1.38693124788971,1.03239033807875,1.47428176241387,-0.240913859034471,0.416239255872481,-0.0377167455606125,0.938640454655331,1.36692666200276,0.990416561819069,0.271137015094013,0.86808571820194,0.799331316314374,1.36195954312877,1.5505109362439,1.48558641473989,1.32468550016456
baseball,-0.836362847418912,-0.8499747435504,-0.813086491859074,-0.660864778909298,-0.11902623412713,-0.421618339014511,-0.469082300770126,-0.848560210257629,-0.679688161217474,-0.838850564705104,-0.814227509307006,-0.0841369442614965,-0.839005785962504,-0.804836994251037,-0.701963205343958,-0.806247681403853,-0.966092396392653,-0.030126335010446,-0.820410530016937,-0.602572838452374,-0.734079425434657,-0.836359347382792,-0.821652569673015,-0.805839902181467
basketball,1.80932982679198,1.38680089737171,0.374941696129053,1.30239896099492,-0.709614418727396,0.836943866998956,1.5315968035644,1.16839105351263,-0.526605242024349,-0.838850564705104,0.245713627068978,1.27459631710429,0.416239255872481,1.04903694008416,1.50343843596656,1.1496092276621,1.41344552575674,-0.245314442227917,1.662672187952,0.553383218986874,1.1290663243995,0.619631525629488,1.55445922024476,0.165429031240985
boxing,1.64734864265662,1.36443314096248,1.56296988411718,0.396277234885283,1.42558901790433,1.46622497000569,1.47003744650795,1.33647032549348,1.23384832869659,1.83435072498611,1.49837133369514,1.58815014665023,1.67148429770747,1.78419384507915,1.47654329399936,1.36692666200276,1.46632414624895,1.77745376561631,1.662672187952,1.09446903310737,1.4784061524934,1.4789048277351,1.34784080373017,1.48134177974882
canoeing,-0.836362847418912,-0.827606987141179,-0.813086491859074,-1.11392564196412,-0.437035256604197,-0.972239304145403,-0.807658764580585,-0.920594183963709,-0.717958891015755,-0.838850564705104,-0.838317080588278,-0.946409975512858,-0.839005785962504,-0.708946963164734,-0.890229199114368,-0.806247681403853,-0.966092396392653,-1.23517973542828,-0.820410530016937,-1.09446903310737,-0.850526034799292,-0.812490644546525,-0.649470555910858,-0.962496181765733
cheerleading,0.486483489686533,0.268413076910653,0.374941696129053,0.0942366595154026,-0.209885954834864,-0.0807577415525308,0.946782911528155,0.928277807825691,1.38693124788971,0.497750080140505,0.149355341943889,0.12489894210247,1.29491078515697,0.473696753566337,-0.406116643704742,0.280339490299453,0.990416561819069,0.228099393650519,0.396300001787842,0.504193599521374,0.313940058847055,0.357075794430553,-0.856088972425446,0.478741590409518
curling,1.08041449818286,1.34206538455326,0.374941696129053,1.81586793912372,1.83445776108913,1.09914432658509,-0.130505836959668,1.2644363517874,1.23384832869659,-0.411138358354509,1.40201304857005,0.856524544376352,0.943442173443174,1.33670703334306,1.36896272613055,1.36692666200276,0.990416561819069,1.04581420107691,1.24054812589728,0.946900174710873,1.4784061524934,1.5505109362439,0.211439512899929,0.886047917328611
cycling,-0.836362847418912,-0.62629717945819,-0.813086491859074,-0.660864778909298,-0.936763720496729,-0.34295820113867,-0.776879086052361,-0.824548885688935,-0.450063782427787,0.0433058608929977,-0.573331796494282,-0.789633060739883,-0.839005785962504,-0.708946963164734,-0.675068063376757,-0.806247681403853,-0.833895845162132,0.271137015094013,-0.820410530016937,-0.676357267650624,-0.617632816070022,0.333207091594286,-0.752779764168152,-0.0538897601769876
dancing,1.21539881829566,1.20785884609794,1.56296988411718,0.849338097940104,1.56187859896593,1.23024455637816,1.68549519620552,1.19240237808132,1.34866051809143,0.497750080140505,1.37792347728878,1.45750271767276,1.29491078515697,1.62437712660197,1.23448701629455,1.36692666200276,1.1490524232957,0.271137015094013,0.942578199741008,-0.184461072995625,1.1290663243995,0.357075794430553,1.55445922024476,1.10536670874658
diving,1.8633235548371,1.05128455123339,-0.813086491859074,-0.207803915854478,-0.618754698019663,1.38756483212985,-0.130505836959668,1.16839105351263,-0.909312540007161,1.21951442835713,-0.380615226244103,-0.946409975512858,1.16938628097347,-0.868763681641906,0.965535596622532,-0.806247681403853,-0.966092396392653,1.39011517262486,-0.820410530016937,1.21744308177112,1.01261971503486,-0.836359347382792,-0.890525375177878,-1.08782120543315
fencing,0.513480353709093,1.2749621153256,1.56296988411718,1.6044395363648,1.6073084593198,1.44000492404708,0.885223554471708,1.28844767635609,1.11903613930174,1.83435072498611,1.28156519216369,1.37911426028627,-0.839005785962504,1.43259706442937,1.55722871990096,1.36692666200276,0.990416561819069,0.0559489078765422,1.662672187952,1.16825346230562,1.4784061524934,1.5505109362439,0.969040373453422,1.63799805933309
fishing,-0.836362847418912,-0.8499747435504,-0.813086491859074,-1.11392564196412,-0.755044279081263,-0.972239304145403,-1.39247265661683,-0.920594183963709,-1.13893691879685,-0.838850564705104,-0.838317080588278,-0.920280489717362,-0.839005785962504,-0.740910306860168,-0.944019483048771,-0.806247681403853,-0.966092396392653,-1.27821735687178,-0.820410530016937,-1.14365865257287,-0.850526034799292,-0.717015833201457,-1.37263501371192,-0.74317739034776
