Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24
alligator,0.395632532422459,-0.0886569067708737,-0.137260789247909,1.08410674539126,-0.782067995868633,0.677375250909267,-0.99322777138188,-0.544274362492252,-0.707773599068367,-1.17393596328493,-0.806326148941979,-0.399286102129424,0.914048658191536,-1.05924052576266,-0.190715645046612,0.799184787981101,-0.0181459434899765,0.169045200070964,-1.25769438815586,-0.372349597547869,-0.792703673496462,-0.861563754127102,-1.19893360376826,-0.707951821707013
ant,-1.52173136635543,-1.12096335547283,-0.740461264446202,-2.08564024973306,-1.10832949107763,-1.49355690569338,-1.21987035008647,-1.22735695166038,-1.04670743524195,-1.34697276712172,-1.21830153105168,-0.763386072653573,-1.29700975608997,-1.05924052576266,-1.02740363621885,-1.57569123351098,-0.0181459434899765,-1.0653251199103,-1.49928540056998,-1.46103761003427,-1.08019087241785,-1.28063625255802,-1.32180848704821,-1.50816332230669
bee,-0.922555147987338,-0.749333033940124,-0.740461264446202,-1.08943405126542,0.359847237362868,-1.30478019642359,-0.604697636459726,-0.885815657076317,-0.320420643441414,-0.424109813325479,-0.356898459367761,-0.659357509646673,-0.31431712752041,-0.634545031942724,0.924868343183034,-0.989682864571374,0.382879407638506,-0.293843669922011,1.15821573598534,-0.279033482191892,-0.684895973900943,1.14998423834132,-1.13749616212829,-0.547909521587076
bird,0.395632532422459,1.60432566910033,-0.772208657877691,-0.138509952728121,0.890022167077493,-0.927226777883996,1.66172815058617,-0.0785362335139828,0.0185131927321706,0.844826748144355,-0.431803074296798,2.56552794356722,0.217974712954767,1.20580210794365,1.20376434024045,0.120648781840507,-0.665956126082141,1.36484144755282,0.91662472357122,1.6494995684983,0.93221952003184,1.2757059878706,0.61347092461089,0.508369659204504
butterfly,-1.46181374451862,-0.790625291888202,-0.772208657877691,-1.31584455091715,-1.14911217797876,-1.46209412081508,-1.21987035008647,-1.19630774306183,-1.04670743524195,-1.23161489789719,-1.51791999076782,-0.763386072653573,-1.37890080847076,-1.05924052576266,-1.16685163474755,-1.20558068470702,-1.52970303620503,-0.641010322416743,-1.56831140411687,-1.46103761003427,-1.08019087241785,-0.81965650428401,-1.32180848704821,-1.41213794223473
camel,0.155962045075223,-0.62545626009589,1.48185627575804,0.223746846714657,1.62411053129774,0.614449681152668,-0.572320125216213,-0.0164378163168802,-0.514097121254891,-1.17393596328493,-0.319446151903243,-0.763386072653573,-0.478099232282003,-0.209849538122791,-0.399887642839671,0.737499696513774,0.783904758766989,-1.02675104741089,0.43344269874298,-0.683403315401125,-0.433344674844733,-0.945378253813287,-0.154497095888751,0.380335819108555
cheetah,0.874973507116931,-0.584164002147811,0.0214761779095367,0.404875246436046,-1.02676411727538,0.582986896274369,-0.637075147703238,0.666644772851249,-0.368839762894783,0.873666215450487,0.504504612316156,0.224885275911974,0.954994184381934,-0.49297986733608,0.0184563527464464,0.922554970915754,0.93814527843179,-0.139547379924353,-0.912564370421403,0.49860081244125,0.93221952003184,0.144210242107111,-0.0930596542487801,0.348327359084567
chicken,0.575385397932886,2.09983276447727,1.67234063634697,0.17846474678431,1.05315291468199,0.394210187004573,1.49984059436861,-0.295880693703842,-0.320420643441414,0.527592607776896,0.654313842174229,1.05711377996717,0.217974712954767,1.20580210794365,1.30835033913698,0.33654660197615,0.567968031236267,0.63193407006394,1.46883275194635,0.965181389221135,0.249437422593554,1.23379873802751,0.490596041330947,0.476361199180517
chipmunk,-1.07234920257936,0.48943470450222,-0.772208657877691,-0.093227852797774,-0.537371874461883,0.394210187004573,-0.054279945320007,-0.699520405485009,-0.756192718521737,-1.08741756136653,-0.881230763871016,-0.451300383632874,-0.805663441805188,-0.776110196549368,-0.992541636586671,0.52160187637813,-1.1595257890095,-0.641010322416743,0.536981704063317,0.374179325299947,-0.864575473226808,-1.02919275349947,-0.79959023310845,-0.932011041874924
crow,0.695220641606504,1.15011083167147,-0.772208657877691,-0.364920452379858,-0.415023813758508,0.708838035787566,1.75886068431671,-0.264831485105291,2.00369709032031,1.13322142120568,-0.619064611619388,1.68128515800857,0.545538922477952,1.48893243715694,1.2734883395048,-0.0952490382951368,0.814752862699949,1.63485995504872,0.19185168632886,1.02739213279179,-0.792703673496462,0.898540739282771,0.61347092461089,0.572386579252478
