Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24,subj25
aerobics,-1.14514393307948,-0.778171930116491,-1.01577340913025,0.455369109358275,-1.36445748834394,0.699301461384297,0.782714514366326,0.32515281100797,-0.731315010002561,-1.18268631364044,-1.16560405676056,-1.48759292538227,-1.18626764214587,-0.483955498824905,-0.0923003757281975,-1.33469852906829,-1.27748776186077,-0.73049708204304,-0.906833385091295,1.57586855202522,-0.370198937873115,-0.97849359430888,-1.4997003920008,0.392977931212769,0.114898107521623
archery,1.77614161049062,-0.730519025639057,-0.903034961945982,-0.908011457582667,-0.301795893060497,-1.19621959741384,0.427580887158374,-0.882557629878777,0.905957400450934,-0.597680717445664,0.560904842342873,0.134498406247647,0.483148741668683,-0.0566217250280795,-1.21791471387695,0.586331894496832,-0.969164086431786,-0.389143305387414,-0.763233482464012,-0.669540006559939,-1.00011859655774,0.230308635331479,0.260997582033289,-0.790690536295571,0.167603661430624
badminton,-0.122693992829944,-0.778171930116491,-1.52309642145945,0.400833886680637,-0.797704637526103,-0.612982348552874,-1.91630105241411,-0.929008031451344,-1.64091079358784,-1.18268631364044,-0.660284378974193,-1.35241864774644,-0.891664750884479,0.95829598773938,-0.84270993449403,-0.666514033915202,-0.506678573288304,-0.389143305387414,-1.33763309297315,0.198004209257055,0.792729662775415,-0.97849359430888,-0.101499059679612,1.89229132339,-0.622979647204396
baseball,-0.853015378722469,0.413150681819349,0.844410969410162,1.00072133613465,-1.68325596692897,0.845110773599538,-0.637819994465481,1.02190883459648,-1.50447142605004,0.621080941293455,-0.744504325271922,1.1820990579253,0.97415356043767,1.17196287463779,0.658109183037635,-1.54350618380363,-0.24974217709748,2.17101001952978,0.385565738554256,0.249036221952172,1.51956003818075,-1.74194763408174,0.00207140938121654,0.235155468878324,0.167603661430624
basketball,-0.414822547186954,1.60447329375519,0.280718733488826,1.27339744952284,1.46930676574524,1.28253871024526,-0.921926896231843,1.39351204717702,0.49663929783756,1.79109213368301,-0.239184647485549,1.04692478028948,1.17055548794526,1.3322130398116,1.40851874180347,0.294001177867357,-0.558065852526469,2.17101001952978,1.53436495957252,2.90270088209827,2.14947969686537,-0.851251254346737,0.675279458276605,0.550800393547215,0.220309215339626
boxing,0.899755947419591,1.60447329375519,-0.226604278840378,1.27339744952284,0.442067223637911,0.990920085814779,0.924767965249507,0.696756023588508,-0.23103732903066,1.64484073463431,1.65576414421335,1.21589262733426,-0.106057040854101,1.91979697878224,1.40851874180347,1.17099332775578,1.65158715471461,-0.389143305387414,0.924065373406569,0.30006823464729,1.03500645457719,0.166687465350407,0.778849927337434,-1.18524669213168,1.06359807788365
canoeing,0.169434561527066,-0.778171930116491,0.95714941659443,-1.04434951427676,-0.337217946236612,-0.612982348552874,-0.921926896231843,-1.67221445661242,0.814997822092406,-0.597680717445664,-0.5339544595276,-1.6227672030181,0.384947777914886,-0.697622385723317,-0.0923003757281975,0.00167046123788268,-0.301129456335645,-0.901173970370853,-0.942733360748116,-0.822636044645291,0.986551096216836,1.31186852500969,0.985990865459092,0.156244237711101,0.167603661430624
cheerleading,-0.999079655900974,1.60447329375519,-1.12851185631452,-1.04434951427676,0.0878466918767644,-1.0504102851986,-0.779873445348662,0.789656826733642,-1.91378952866342,-1.23143677999001,-0.702394352123057,0.066911267429734,-2.02097583405315,-1.12495615952014,1.03331396242055,-0.833560157703473,-0.815002248717292,-0.389143305387414,-0.942733360748116,-0.669540006559939,1.47110467982039,-1.16935710425209,-1.29255945387915,-0.00157822462334414,-1.15003518629441
curling,1.77614161049062,-0.778171930116491,-0.226604278840378,0.728045222746463,1.07966418080798,-0.904600972983357,-0.921926896231843,-0.929008031451344,-0.913234166719616,-0.597680717445664,-0.702394352123057,-1.31862507833749,-2.80658354408353,-2.19329059401221,-1.96832427264278,-0.917083219597609,1.13771436233297,1.48830246621853,-1.51713297125725,-0.618507993864822,-0.467109654593826,1.69359554489612,-0.256854763270856,-0.317223149292235,-0.306746323750388
cycling,0.607627393062581,-0.778171930116491,0.337087957080959,-1.04434951427676,-1.54156775422451,-0.904600972983357,0.711687788924736,-0.371603212580538,0.360199930299769,-1.81644237618478,-0.407624540081007,-0.541372981931485,0.630450187299379,-0.377122055375698,0.282904403654719,-0.70827556486227,0.983552524618472,-0.901173970370853,0.780465470779286,0.0449081711717032,-1.19394002999916,0.166687465350407,0.727064692807019,0.787534087048883,0.167603661430624
