Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24
blizzard,0.687520442203735,0.752258497731359,0.861966058826188,0.763665118454689,0.436747385595827,0.404124476120401,0.620678972739428,1.1128940048847,0.640649200396803,0.393550385942126,0.378544075778811,0.628549845152864,0.246167950503646,-0.327019086734321,0.537367500621711,0.953814878054483,0.580707046577512,0.148546850151887,0.0851330241023522,1.10649589724539,0.47369642634752,0.719458338433729,0.747869508958035,0.127045493244039
breeze,-1.34993707556375,-0.33640764631272,-0.749717806267676,-1.33556291890218,-0.117297869274308,-1.21863892411501,-0.627001678743564,-1.05789100629073,-1.09964596928869,-1.25970494714227,-0.843936168943285,-1.48822906297723,-0.857858009330887,0.469513296941439,0.560841641735056,-0.737637501143678,-0.600876321711897,-0.542803270051866,-0.748669829605979,-1.28439682376718,-1.68237421262314,-1.35307634932936,-0.621125307966199,-0.607436264573061
cloud,0.507744778871309,-0.15496328897204,-0.0368576351684669,0.196873548368334,0.0673838823490703,-0.175433881106531,0.191788748792149,0.264931109894299,-0.88961034536113,-0.0515568191190561,-0.320016064062387,-0.218161718099174,0.108164705524329,0.469513296941439,0.560841641735056,0.265766452617943,0.580707046577512,0.148546850151887,-0.00751173742079574,-0.133226254390757,0.682348423667261,0.0196414308773616,0.340083818810391,0.127045493244039
cyclone,0.118230841651054,-0.33640764631272,0.861966058826188,0.742672838081121,-0.178858453148767,0.906408385717075,0.815629074533645,-0.142091079701095,0.640649200396803,-0.305903793439732,-0.180304036094147,0.769668439028204,-0.0298385394549874,0.962604772550243,0.584315782848401,-0.536956710391354,0.176481157425872,0.667059440304703,-0.0383933245951784,-0.369363807083356,0.0911677645946616,-1.35307634932936,1.15565519910568,-0.166747209882801
dew,0.627595221092926,0.389369783049999,0.180099808209553,0.763665118454689,0.867671472717043,0.249575580859886,0.386738850586367,-0.00641701650263021,-1.06964088015618,0.77507084742314,-0.215232043086207,0.318088938627117,-0.0298385394549874,-1.00976112988497,0.560841641735056,0.753134087302159,0.611801345743022,0.321384380202826,0.949817464985066,0.663737985946765,0.57802242500739,0.315717814843517,0.31095626951413,1.00842360262456
drizzle,0.357931726094288,0.0264810683686396,0.706996456413316,0.763665118454689,1.05235322434042,0.481398923750658,1.04956919668671,-0.0403355323022464,-0.769589988831096,0.743277475633055,1.11203222261207,0.543878688827661,0.108164705524329,0.469513296941439,0.537367500621711,0.638459349729402,0.331952653253426,1.01273450040658,0.610120006066857,0.457117627340741,-0.22181023138495,0.342633849749531,0.136190973736569,1.00842360262456
drought,-1.61960057056239,-2.51373993440088,-2.23742598943124,-1.33556291890218,-1.96411538550809,-1.8754717289722,-1.75771226915003,-2.21112054347768,-1.36969177148127,-2.40426633158531,-2.03148840667332,-2.05270343847859,-1.68587747920679,-1.38906226496867,-1.73962418737276,-1.91305356126443,-2.40434567331152,-2.09834104051031,-1.92217014223252,-1.78618912323895,-2.09967820726262,-1.35307634932936,-1.58233443474279,-1.92950342864384
earthquake,-1.61960057056239,-1.4250737903568,-1.55555973881461,-1.33556291890218,-1.65631246613579,-1.60501116226629,-1.25084200448506,-1.80409835388229,0.130562685144159,-1.54584529325303,-1.6123523227686,-2.05270343847859,-1.68587747920679,-1.3511321514603,-1.73962418737276,-1.45435461097341,-1.84464828833233,-1.75266598040844,-0.841314591129127,-1.10729365924773,-1.61282354684989,-1.35307634932936,-0.65025285726246,-1.92950342864384
flood,1.34669787442263,1.11514721241272,0.861966058826188,0.742672838081121,1.11391380821488,0.75185949045656,1.4004793799163,0.773708846888541,1.0007102699869,0.77507084742314,1.42638428554061,0.769668439028204,1.07418742037955,-0.251158859717582,0.537367500621711,0.953814878054483,0.611801345743022,1.01273450040658,1.16598857520574,1.16553028541854,1.34307974851311,1.33852714127205,1.33042049488324,1.00842360262456
flurry,0.957183937202373,-0.15496328897204,0.861966058826188,0.763665118454689,-0.0865175773370782,-0.0208849858460155,0.347748830227523,0.739790331088925,-0.0794729387834008,0.425343757732211,0.378544075778811,0.120522907201642,-0.167841784434304,-0.175298632700843,0.537367500621711,0.552453296549835,0.580707046577512,-0.197128209949989,-0.0383933245951784,0.220980074648142,0.230269096141155,0.0196414308773616,0.427466466699172,-0.0198508583193811
fog,0.837333494980756,-0.15496328897204,-0.532760362889656,0.763665118454689,-0.0557372853998485,-0.793629462148591,0.230778769150993,-0.142091079701095,-0.379523830108486,0.139203411621451,0.0641920128502723,-0.0488194054487661,-0.857858009330887,-0.137368519192473,0.560841641735056,0.523784612156645,-0.103367535063725,0.321384380202826,0.146896198451117,-0.133226254390757,0.0563924317080381,0.423381954467573,0.0488083258477876,-0.166747209882801
frost,0.957183937202373,0.752258497731359,0.614014694965593,0.763665118454689,0.190505050097989,-0.0595222096611443,0.620678972739428,-0.00641701650263021,-0.409528919240994,0.77507084742314,-0.354944071054446,0.572102407602728,0.108164705524329,-0.554599767784539,0.560841641735056,0.179760399438375,0.611801345743022,-0.024290679899051,-0.100156498943944,0.0733941042152672,0.0216170988214146,0.154221605407432,0.0196807765515273,0.567734547934298
hail,0.268043894428076,-0.33640764631272,0.552026854000445,0.763665118454689,0.0366035904118406,0.172301133229628,0.386738850586367,0.264931109894299,0.49062375473426,0.77507084742314,0.413472082770871,0.769668439028204,0.798180930420912,-0.251158859717582,0.560841641735056,0.609790665336213,0.642895644908533,-0.024290679899051,0.208659372799883,-0.0151574780444574,-0.152259565611703,0.0196414308773616,1.33042049488324,1.00842360262456
