Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24,subj25
actor,-1.27473323860829,-0.341473267104878,-0.711936684797763,-0.0748266568094339,-0.905971136339412,-0.367880020046946,0.0606355107208552,-0.901224958202298,-0.269227161549963,-1.43739166345548,0.283236214518672,-0.289750616344735,0.536818427011293,-0.525221208272825,-0.664384334157878,-0.738356490440339,-1.17470618188985,-0.477820502633529,-0.877370583523507,-0.679384316410593,-0.450590468174917,0.143602253795438,-0.811758728856951,0.460190363487198,-0.81267290783273
actress,-0.919027494349715,-0.476410283944709,-0.711936684797763,0.0279725819848351,-1.0311970479914,-0.629670158794046,0.095590099254054,-0.051993747588594,-0.120583432919561,-1.1618623079178,0.200379053256493,-0.735966565515628,0.536818427011293,-0.713074049187923,-0.664384334157878,-0.738356490440339,-0.925660847492432,-0.767767309185145,-0.908568811820062,-0.679384316410593,-0.974497351510497,-0.124966846814351,-0.86809892391926,0.294386482524899,-0.772651829959561
artist,-1.096880366479,-0.476410283944709,-0.711936684797763,0.130771820779104,0.596739803484493,-0.629670158794046,-1.3025934420739,-0.773840276610242,0.62263521023245,-0.266391902420356,-1.08390694630728,-0.776531651803891,-0.511352657228974,-0.384331577586501,-0.664384334157878,-0.66837686175257,-0.676615513095017,-0.985227414098856,-0.908568811820062,-1.03695500925827,-0.226058946745382,-1.36038470961938,-0.783588631325796,-0.368829041324298,-0.8526939857059
attorney,-0.385468877961847,-0.678815809204455,-0.738185667156748,1.05596496992752,-0.718132268861424,-0.33048142879736,-0.393774140210729,0.754775902494424,-1.08676766901718,0.491313825308255,-0.421049656209846,-0.857661824380417,-0.711004292322358,1.16545435996306,-0.664384334157878,-0.66837686175257,-0.894530180692755,-0.948984063279904,-0.814974126930399,-0.500598969986753,-0.375746627698405,0.841881915380889,-0.614568046138867,-1.61235814854154,0.187854038996511
babysitter,-1.27473323860829,-0.341473267104878,-0.711936684797763,-1.00001980595785,-0.874664658426414,-0.85406170629156,-0.0442282548787412,0.542468099840999,-1.45837699059318,-0.507480088515822,0.117521891994315,-0.0869251849034206,-0.711004292322358,-0.525221208272825,-0.664384334157878,-0.66837686175257,-1.14357551509017,-0.514063853452481,-0.565388300557964,-1.03695500925827,-0.15121510626887,-0.554677407790013,-0.755418533794641,-1.1978484461358,-0.8526939857059
boss,0.325942610555309,1.48017646023284,-0.711936684797763,0.679034427681872,-0.655519313035428,-0.741865932542803,-1.02295673380831,-0.986148079263668,-0.826641143913971,0.112460961443949,-0.752478301258561,-0.573706220362576,-0.461439748455628,2.05775535430977,-0.664384334157878,0.381317568563966,0.381827158093995,-0.659037256728289,0.6201443747111,-0.321813623562913,0.672067138972756,-0.017539206570435,0.343215269920396,-1.28075038661694,-0.532525362720543
businessman,-0.385468877961847,-0.408941775524793,-0.738185667156748,0.130771820779104,-1.0938100038174,-0.629670158794046,-0.463683317277127,-1.11353276085572,-0.380709958022765,-0.335274241304775,-0.421049656209846,-0.654836392939102,-0.960568836189088,-0.196478736671403,-0.664384334157878,-0.633387047408686,-0.801138180293724,-1.20268751901257,-0.783775898633845,-0.858169662834434,-1.19902887294003,0.197316073917396,-0.839928826388106,-0.534632922286598,-0.8526939857059
businesswoman,-0.385468877961847,-0.139067741845132,-0.711936684797763,0.302103885436219,-0.718132268861424,-0.554872976294874,-0.638456259943121,-0.986148079263668,-0.863802076071572,-1.05853879959118,-0.462478236840936,-0.533141134074313,-0.960568836189088,-0.525221208272825,-0.664384334157878,-0.738356490440339,-0.987922181091785,-1.27517422065047,-0.877370583523507,-0.858169662834434,-0.15121510626887,-0.393535947424139,-0.783588631325796,-0.534632922286598,-0.772651829959561
carpenter,-0.563321750091136,-0.408941775524793,0.600512433151462,0.610501601819026,0.158449112702521,0.0061058924489119,0.654863515785235,0.202775615595517,-0.529353686653167,0.560196164192674,-0.379621075578757,-0.20862044376821,0.337166791917909,-0.384331577586501,-0.664384334157878,1.2210731128172,0.599741825691733,0.609480021935028,1.74328059338706,1.10846914782781,-1.42356039436957,-0.178680666936308,0.962957415605802,0.625994244449498,-0.172335661862016
chef,-0.207616005832558,-0.139067741845132,-0.501944825925887,-0.211892308535126,-0.999890570078406,-0.554872976294874,0.305317630453247,0.669852781433054,-0.343549025865164,-0.576362427400242,0.0760933113632253,0.19703041911442,-0.461439748455628,-0.290405157128952,-0.664384334157878,-0.66837686175257,-0.832268847093401,0.102073110469701,-0.471793615668301,-0.679384316410593,-0.974497351510497,-0.339822127302181,0.286875074858087,0.377288423006049,-0.612567518466882
